"Species_Name","ID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Bromus madritensis","53.3",0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"Daucus pusillus","53.3",0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"Galium murale","53.3",0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"Senecio vulgaris","53.3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","53.4",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bromus madritensis","53.4",0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0
"Erodium cicutarium","53.4",0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Galium murale","53.4",0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"Medicago polymorpha","53.4",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bromus diandrus","53.5",0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1
"Galium murale","53.5",0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
"Geranium dissectum","53.5",0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1
"Claytonia parviflora","54.1",0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
"Carduus pycnocephalus","54.2",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium glomeratum","54.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Claytonia parviflora","54.2",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsia sparsiflora","54.2",0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1
"Festuca microstachys","54.2",0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
"Galium murale","54.2",0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0
"Lupinus bicolor","54.2",0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"Microsteris gracilis","54.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Navarretia pubescens","54.2",0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0
"Centaurea melitensis","54.3",0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1
"Cerastium glomeratum","54.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daucus pusillus","54.3",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca perennis","54.3",0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
"Phalaris paradoxa","54.3",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus diandrus","54.4",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"Carduus pycnocephalus","54.4",0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Daucus pusillus","54.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lupinus microcarpus","54.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lysimachia arvensis","54.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium hirtum","54.5",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus madritensis","55.1",0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1
"Microseris douglasii","55.2",0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
"Sidalcea diploscypha","55.2",0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
"Trifolium albopurpureum","55.2",0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1
"Eriogonum vimineum","55.3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"Athysanus pusillus","55.4",0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Collinsia sparsiflora","55.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eriogonum vimineum","55.4",0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
"Astragalus gambelianus","55.5",0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
"Athysanus pusillus","55.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croton setiger","55.5",0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0
"Stellaria nitens","55.5",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium albopurpureum","55.5",0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0
"Galium murale","56.1",0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
"Hemizonia congesta","56.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptosiphon bicolor","56.1",0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"Agoseris heterophylla","56.2",0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0
"Athysanus pusillus","56.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium murale","56.2",0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
"Hemizonia congesta","56.2",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lepidium nitidum","56.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Leptosiphon bicolor","56.2",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"Lysimachia arvensis","56.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stellaria nitens","56.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Agoseris heterophylla","56.3",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
"Athysanus pusillus","56.3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium murale","56.3",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
"Hemizonia congesta","56.3",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Lysimachia arvensis","56.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agoseris heterophylla","56.4",0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"Clarkia purpurea","56.4",0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"Diplacus douglasii","56.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hemizonia congesta","56.4",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lysimachia arvensis","56.4",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Bromus diandrus","56.5",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium glomeratum","56.5",0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Clarkia purpurea","56.5",0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
"Claytonia exigua","56.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","56.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Galium aparine","56.5",0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lepidium nitidum","56.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Medicago polymorpha","56.5",0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0
"Trifolium hirtum","56.5",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Acmispon parviflorus","57.1",0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
"Hemizonia congesta","57.1",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Bromus madritensis","57.2",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca myuros","57.2",0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0
"Festuca myuros","57.3",0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0
"Hemizonia congesta","57.3",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Hemizonia congesta","57.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia californica","57.4",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Athysanus pusillus","57.5",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gastridium phleoides","57.5",0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0
"Hemizonia congesta","57.5",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Galium murale","58.1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
"Hemizonia congesta","58.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madia exigua","58.1",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Vicia villosa","58.1",0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
"Astragalus gambelianus","58.2",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"Galium murale","58.4",0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
"Vicia villosa","58.4",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Acmispon wrangelianus","58.5",0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
"Vicia villosa","58.5",0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Astragalus gambelianus","59.1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Navarretia pubescens","59.1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium willdenovii","59.1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium glomeratum","59.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium willdenovii","59.2",0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Acmispon wrangelianus","59.3",0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Bromus diandrus","59.3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centaurea solstitialis","59.3",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
"Galium murale","59.3",0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0
"Geranium dissectum","59.3",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lupinus bicolor","59.3",0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
"Centaurea solstitialis","59.4",0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
"Euphorbia crenulata","59.4",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"Holocarpha virgata","59.4",0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1
"Lupinus bicolor","59.4",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Medicago polymorpha","59.4",0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
"Navarretia pubescens","59.4",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Euphorbia crenulata","59.5",0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","59.5",0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"Navarretia pubescens","59.5",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarkia purpurea","60.1",0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"Erodium cicutarium","60.2",0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0
"Clarkia purpurea","60.3",0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
"Daucus pusillus","60.3",0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"Erodium cicutarium","60.3",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","60.3",0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"Athysanus pusillus","60.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Castilleja attenuata","60.4",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Galium murale","60.5",0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
"Aphanes occidentalis","61.1",0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"Athysanus pusillus","61.1",0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
"Galium aparine","61.1",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Hordeum marinum","61.1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptosiphon bicolor","61.1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Athysanus pusillus","61.2",0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"Bromus madritensis","61.2",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium aparine","61.2",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hesperevax sparsiflora","61.2",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptosiphon bicolor","61.2",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lupinus bicolor","61.2",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sidalcea diploscypha","61.2",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Athysanus pusillus","61.3",0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0
"Hypochaeris glabra","61.3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Athysanus pusillus","61.4",0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0
"Cardamine oligosperma","61.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarkia purpurea","61.4",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hordeum marinum","61.4",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Achyrachaena mollis","61.5",0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"Athysanus pusillus","61.5",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Festuca perennis","61.5",0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"Galium murale","61.5",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
"Medicago polymorpha","61.5",0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"Trifolium fucatum","61.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarkia purpurea","62.1",0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","62.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senecio vulgaris","62.1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarkia purpurea","62.2",0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Medicago polymorpha","62.2",0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Phalaris paradoxa","62.2",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","62.3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Medicago polymorpha","62.3",0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Phalaris paradoxa","62.3",0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"Senecio vulgaris","62.3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Athysanus pusillus","62.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hemizonia congesta","62.4",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","62.4",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Athysanus pusillus","62.5",0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"Festuca myuros","62.5",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hemizonia congesta","62.5",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","63.1",0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
"Bromus diandrus","63.1",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsia sparsiflora","63.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Lepidium nitidum","63.1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptosiphon bicolor","63.1",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microsteris gracilis","63.1",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senecio vulgaris","63.1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Trifolium hirtum","63.1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"Collinsia sparsiflora","63.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","63.2",0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
"Collinsia sparsiflora","63.3",0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Euphorbia crenulata","63.3",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lepidium nitidum","63.3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senecio vulgaris","63.3",0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"Collinsia sparsiflora","63.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Euphorbia crenulata","63.4",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"Festuca perennis","63.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Medicago polymorpha","63.4",0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0
"Clarkia purpurea","63.5",0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"Trifolium hirtum","63.5",0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1
"Lupinus microcarpus","64.1",0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Madia gracilis","64.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sidalcea diploscypha","64.1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madia gracilis","64.2",0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Athysanus pusillus","64.3",0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"Erodium cicutarium","64.3",0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1
"Festuca perennis","64.3",0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"Bellardia trixago","64.4",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium glomeratum","64.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","64.4",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca myuros","64.4",0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca perennis","64.4",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Festuca perennis","64.5",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hesperevax sparsiflora","64.5",0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Aira caryophyllea","65.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calandrinia menziesii","65.1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Matricaria discoidea","65.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senecio vulgaris","65.1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hordeum marinum","65.2",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hordeum marinum","65.3",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phalaris paradoxa","65.3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Senecio vulgaris","65.3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","65.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium glomeratum","65.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geranium dissectum","65.4",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Phalaris paradoxa","65.4",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium glomeratum","65.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phalaris paradoxa","65.5",0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Plagiobothrys nothofulvus","65.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plantago erecta","65.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senecio vulgaris","65.5",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rumex crispus","66.1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aira caryophyllea","66.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aphanes occidentalis","66.2",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","66.2",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lepidium nitidum","66.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calandrinia menziesii","66.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plantago erecta","66.3",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","66.4",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lepidium nitidum","66.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matricaria discoidea","66.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","66.5",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phalaris paradoxa","66.5",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vicia villosa","66.5",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Claytonia parviflora","67.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","67.1",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nemophila menziesii","67.1",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cardamine oligosperma","67.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Claytonia parviflora","67.2",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Galium aparine","67.2",0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0
"Madia exigua","67.2",0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"Carduus pycnocephalus","67.3",0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Madia exigua","67.3",0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Elymus caput-medusae","67.4",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","67.4",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptosiphon bicolor","67.4",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium hirtum","68.1",0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Achyrachaena mollis","68.2",0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0
"Holocarpha virgata","68.2",0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
"Microsteris gracilis","68.2",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Navarretia pubescens","68.2",0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Cerastium glomeratum","68.3",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holocarpha virgata","68.3",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"Hypochaeris glabra","68.3",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madia gracilis","68.3",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Amsinckia menziesii","68.4",0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"Claytonia parviflora","68.4",0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Collinsia sparsiflora","68.4",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
